AirTC_Avg,BattV_Avg,DOY,DayofMonth,PAR_Den_Avg,PlotID,RH,Rain_mm_Tot,TIMESTAMP,TimeofDay,Year,B1_13849,B2_24304,VPD
24.91,12.6,155,3,0,101,82.5,0,06/03/2020 00:00,0,2020,NaN,NaN,0.551396174873239
24.13,12.6,155,3,0,101,84.9,0,06/03/2020 00:30,30,2020,NaN,NaN,0.454099282400228
23.67,12.59,155,3,0,101,87.6,0,06/03/2020 01:00,100,2020,NaN,NaN,0.362739972967915
23.2,12.59,155,3,0,101,89.2,0,06/03/2020 01:30,130,2020,NaN,NaN,0.307109113516185
23,12.59,155,3,0,101,90.8,0,06/03/2020 02:00,200,2020,NaN,NaN,0.258468261260531
22.54,12.59,155,3,0,101,92.8,0,06/03/2020 02:30,230,2020,NaN,NaN,0.196719424755224
22.37,12.59,155,3,0,101,93.3,0,06/03/2020 03:00,300,2020,NaN,NaN,0.181177909011686
22.2,12.59,155,3,0,101,94.5,0,06/03/2020 03:30,330,2020,NaN,NaN,0.147198351267901
21.93,12.59,155,3,0,101,95.1,0,06/03/2020 04:00,400,2020,NaN,NaN,0.129000906593116
21.76,12.59,155,3,0.041,101,95.8,0,06/03/2020 04:30,430,2020,NaN,NaN,0.109431040307627
21.7,12.59,155,3,6.855,101,95.9,0,06/03/2020 05:00,500,2020,NaN,NaN,0.106434769763032
21.71,12.6,155,3,37.52,101,95.6,0,06/03/2020 05:30,530,2020,NaN,NaN,0.114292480286539
22.17,12.68,155,3,137.6,101,91.8,0,06/03/2020 06:00,600,2020,NaN,NaN,0.219059005781549
23.12,12.78,155,3,213.2,101,89.5,0,06/03/2020 06:30,630,2020,NaN,NaN,0.29713881947503
24.31,13.22,155,3,546,101,82.2,0,06/03/2020 07:00,700,2020,NaN,NaN,0.541100691495879
24.64,13.17,155,3,237.2,101,86.6,0,06/03/2020 07:30,730,2020,NaN,NaN,0.41546447840332
24.35,13.14,155,3,283,101,85.1,0,06/03/2020 08:00,800,2020,NaN,NaN,0.454029861399245
24.86,13.35,155,3,482.8,101,79.77,0,06/03/2020 08:30,830,2020,NaN,NaN,0.635516753080937
25.86,13.71,155,3,956,101,72.94,0,06/03/2020 09:00,900,2020,NaN,NaN,0.902104884738736
27.95,14.07,155,3,1486,101,60.47,0,06/03/2020 09:30,930,2020,NaN,NaN,1.48986191181552
28.71,14.02,155,3,1561,101,56.44,0,06/03/2020 10:00,1000,2020,NaN,NaN,1.7158433132361
29.53,13.95,155,3,1793,101,52.13,0,06/03/2020 10:30,1030,2020,NaN,NaN,1.9770366582312
30.16,13.9,155,3,1826,101,52.88,0,06/03/2020 11:00,1100,2020,NaN,NaN,2.01775398407368
30.45,13.43,155,3,1811,101,49.46,0,06/03/2020 11:30,1130,2020,NaN,NaN,2.20042038460311
30.16,13.13,155,3,1827,101,48.27,0,06/03/2020 12:00,1200,2020,NaN,NaN,2.21516157886527
30.54,13.12,155,3,1813,101,51.11,0,06/03/2020 12:30,1230,2020,NaN,NaN,2.13955814332924
31.14,13.09,155,3,1740,101,48.27,0,06/03/2020 13:00,1300,2020,NaN,NaN,2.34260545831935
31.53,13.07,155,3,1648,101,52.9,0,06/03/2020 13:30,1330,2020,NaN,NaN,2.18070152652337
30.54,13.07,155,3,1058,101,46.47,0,06/03/2020 14:00,1400,2020,NaN,NaN,2.34261704668469
30.04,13.1,155,3,668.6,101,68.6,0,06/03/2020 14:30,1430,2020,NaN,NaN,1.33538224033664
27.83,13.01,155,3,193.6,101,71.31,0,06/03/2020 15:00,1500,2020,NaN,NaN,1.07377373184345
26.65,12.85,155,3,131.3,101,75.61,0,06/03/2020 15:30,1530,2020,NaN,NaN,0.851889658389959
26.16,12.91,155,3,167.8,101,73.58,0,06/03/2020 16:00,1600,2020,NaN,NaN,0.896526854454959
25.59,12.87,155,3,134.4,101,73.71,0,06/03/2020 16:30,1630,2020,NaN,NaN,0.862528943678477
25.32,12.84,155,3,128.9,101,75.49,0,06/03/2020 17:00,1700,2020,NaN,NaN,0.791345194034422
25.23,12.79,155,3,104.8,101,78.71,0,06/03/2020 17:30,1730,2020,NaN,NaN,0.683714819472101
25.15,12.8,155,3,109.8,101,80.3,0,06/03/2020 18:00,1800,2020,NaN,NaN,0.6296497592169
24.65,12.72,155,3,37.42,101,83.4,0,06/03/2020 18:30,1830,2020,NaN,NaN,0.514987370297119
24.3,12.7,155,3,10.22,101,86.3,0,06/03/2020 19:00,1900,2020,NaN,NaN,0.416215824985352
23.87,12.68,155,3,0.533,101,90.4,0,06/03/2020 19:30,1930,2020,NaN,NaN,0.284228490896944
23.02,12.67,155,3,0,101,94.3,8.4,06/03/2020 20:00,2000,2020,NaN,NaN,0.160331763010073
20.76,12.65,155,3,0,101,96.1,5.8,06/03/2020 20:30,2030,2020,NaN,NaN,0.0955725269165822
20.72,12.65,155,3,0,101,94.1,0.7,06/03/2020 21:00,2100,2020,NaN,NaN,0.144228560861746
20.79,12.63,155,3,0,101,95.7,0.5,06/03/2020 21:30,2130,2020,NaN,NaN,0.105569533482711
20.73,12.62,155,3,0,101,96.1,0.1,06/03/2020 22:00,2200,2020,NaN,NaN,0.0953962267876287
20.54,12.61,155,3,0,101,97.3,0,06/03/2020 22:30,2230,2020,NaN,NaN,0.0652750934377702
20.26,12.6,155,3,0,101,98.3,0,06/03/2020 23:00,2300,2020,NaN,NaN,0.0403950798843882
20.12,12.59,155,3,0,101,98.3,0,06/03/2020 23:30,2330,2020,NaN,NaN,0.0400470246836055
20.14,12.59,156,4,0,101,98.4,0,06/04/2020 00:00,0,2020,NaN,NaN,0.0377379630554467
20.17,12.58,156,4,0,101,98.7,0,06/04/2020 00:30,30,2020,NaN,NaN,0.0307190213318205
20.1,12.58,156,4,0,101,99,0,06/04/2020 01:00,100,2020,NaN,NaN,0.0235279512899011
19.91,12.58,156,4,0,101,99.5,0,06/04/2020 01:30,130,2020,NaN,NaN,0.011626428994786
19.83,12.58,156,4,0,101,99.9,0,06/04/2020 02:00,200,2020,NaN,NaN,0.00231378733580728
19.88,12.58,156,4,0,101,100,0,06/04/2020 02:30,230,2020,NaN,NaN,0
19.89,12.57,156,4,0,101,100,0,06/04/2020 03:00,300,2020,NaN,NaN,0
20.02,12.57,156,4,0,101,100,0,06/04/2020 03:30,330,2020,NaN,NaN,0
20.13,12.57,156,4,0,101,100,0,06/04/2020 04:00,400,2020,NaN,NaN,0
20.07,12.57,156,4,0,101,100,0,06/04/2020 04:30,430,2020,NaN,NaN,0
20.05,12.57,156,4,6.28,101,100,0,06/04/2020 05:00,500,2020,NaN,NaN,0
20.13,12.58,156,4,23.85,101,100,0,06/04/2020 05:30,530,2020,NaN,NaN,0
20.32,12.61,156,4,81.8,101,99.9,0,06/04/2020 06:00,600,2020,NaN,NaN,0.00238500318562825
20.66,12.7,156,4,169.5,101,99.2,0,06/04/2020 06:30,630,2020,NaN,NaN,0.0194843004873846
21.07,12.78,156,4,226.9,101,97.8,0,06/04/2020 07:00,700,2020,NaN,NaN,0.0549498161362224
21.59,12.98,156,4,300.2,101,97.1,0,06/04/2020 07:30,730,2020,NaN,NaN,0.0747786935584325
22.02,13.13,156,4,350.8,101,96.8,0,06/04/2020 08:00,800,2020,NaN,NaN,0.0847089902350225
22.16,13.13,156,4,292.7,101,96.8,0.3,06/04/2020 08:30,830,2020,NaN,NaN,0.0854344180199788
22.46,13.25,156,4,445.8,101,93.8,0.1,06/04/2020 09:00,900,2020,NaN,NaN,0.168576451183261
22.89,13.28,156,4,492.3,101,92.6,0,06/04/2020 09:30,930,2020,NaN,NaN,0.206519192596841
24.19,13.59,156,4,923,101,88.6,0,06/04/2020 10:00,1000,2020,NaN,NaN,0.344065274126713
24.87,13.75,156,4,1143,101,88.2,0,06/04/2020 10:30,1030,2020,NaN,NaN,0.370913024367165
26.07,14.02,156,4,1315,101,79.74,0,06/04/2020 11:00,1100,2020,NaN,NaN,0.683850861871721
26.31,13.96,156,4,990,101,82.6,0,06/04/2020 11:30,1130,2020,NaN,NaN,0.59569477162332
26.79,13.96,156,4,860,101,79.84,0,06/04/2020 12:00,1200,2020,NaN,NaN,0.709964583731022
26.34,13.12,156,4,353.7,101,83.2,0,06/04/2020 12:30,1230,2020,NaN,NaN,0.576171943939344
25.54,12.77,156,4,289.8,101,87.9,0,06/04/2020 13:00,1300,2020,NaN,NaN,0.39580435776459
25.09,12.72,156,4,228.2,101,91.2,0.2,06/04/2020 13:30,1330,2020,NaN,NaN,0.280262359098867
22.46,12.67,156,4,151.7,101,86.6,0.3,06/04/2020 14:00,1400,2020,NaN,NaN,0.364342652557371
21.9,12.65,156,4,117.6,101,89.1,0.4,06/04/2020 14:30,1430,2020,NaN,NaN,0.286436614025759
21.99,12.62,156,4,137.2,101,92.6,0,06/04/2020 15:00,1500,2020,NaN,NaN,0.195531687622673
22.38,12.63,156,4,257.8,101,87.5,0,06/04/2020 15:30,1530,2020,NaN,NaN,0.338223982420542
23.71,12.68,156,4,425.9,101,87.7,0,06/04/2020 16:00,1600,2020,NaN,NaN,0.36068162020043
25.61,12.88,156,4,411.3,101,81.1,0,06/04/2020 16:30,1630,2020,NaN,NaN,0.620811730529027
26.58,12.69,156,4,232.9,101,84.5,0,06/04/2020 17:00,1700,2020,NaN,NaN,0.539156091157357
26.52,12.58,156,4,198,101,89,0,06/04/2020 17:30,1730,2020,NaN,NaN,0.381277829042658
26.46,12.54,156,4,147.7,101,90.5,0,06/04/2020 18:00,1800,2020,NaN,NaN,0.328123868829401
26.77,12.52,156,4,97.4,101,90.2,0,06/04/2020 18:30,1830,2020,NaN,NaN,0.344716289123034
26.44,12.51,156,4,28.92,101,91,0,06/04/2020 19:00,1900,2020,NaN,NaN,0.310488145210308
25.69,12.51,156,4,2.051,101,91.6,0,06/04/2020 19:30,1930,2020,NaN,NaN,0.277227742775334
25.39,12.51,156,4,0,101,88.6,0,06/04/2020 20:00,2000,2020,NaN,NaN,0.369601257353032
25.15,12.5,156,4,0,101,87.4,0,06/04/2020 20:30,2030,2020,NaN,NaN,0.402720150565124
25.04,12.5,156,4,0,101,91.9,0,06/04/2020 21:00,2100,2020,NaN,NaN,0.257201985197883
24.07,12.5,156,4,0,101,97,0,06/04/2020 21:30,2130,2020,NaN,NaN,0.0898943265416102
23.25,12.5,156,4,0,101,99.2,0,06/04/2020 22:00,2200,2020,NaN,NaN,0.0228176054040888
22.92,12.49,156,4,0,101,99.2,0,06/04/2020 22:30,2230,2020,NaN,NaN,0.0223669774305677
23.06,12.49,156,4,0,101,93.6,0,06/04/2020 23:00,2300,2020,NaN,NaN,0.18045756014939
23.45,12.48,156,4,0,101,93.4,0,06/04/2020 23:30,2330,2020,NaN,NaN,0.190530059731753
23.29,12.48,157,5,0,101,93.1,0,06/05/2020 00:00,0,2020,NaN,NaN,0.197277570311377
23.01,12.47,157,5,0,101,95.2,0,06/05/2020 00:30,30,2020,NaN,NaN,0.134934592135631
22.55,12.47,157,5,0,101,96.4,0,06/05/2020 01:00,100,2020,NaN,NaN,0.0984194310856971
22.39,12.46,157,5,0,101,97,0,06/05/2020 01:30,130,2020,NaN,NaN,0.0812231008722118
22.33,12.46,157,5,0,101,97.2,0,06/05/2020 02:00,200,2020,NaN,NaN,0.0755322612882355
22.47,12.45,157,5,0,101,95.3,0,06/05/2020 02:30,230,2020,NaN,NaN,0.127869462007428
22.74,12.45,157,5,0,101,92.9,0,06/05/2020 03:00,300,2020,NaN,NaN,0.196354676479573
22.55,12.44,157,5,0,101,95.6,0,06/05/2020 03:30,330,2020,NaN,NaN,0.120290415771408
22.02,12.44,157,5,0,101,97.7,0,06/05/2020 04:00,400,2020,NaN,NaN,0.0608845867314224
21.92,12.43,157,5,0.041,101,97.1,0,06/05/2020 04:30,430,2020,NaN,NaN,0.0763009275943103
21.95,12.42,157,5,9.07,101,96.4,0,06/05/2020 05:00,500,2020,NaN,NaN,0.0948918354470752
22.21,12.43,157,5,52.09,101,93.7,0,06/05/2020 05:30,530,2020,NaN,NaN,0.168711659345123
22.85,12.43,157,5,108.9,101,91.4,0,06/05/2020 06:00,600,2020,NaN,NaN,0.239428244900654
23.77,12.44,157,5,271.8,101,87.1,0,06/05/2020 06:30,630,2020,NaN,NaN,0.379643321325688
24.58,12.51,157,5,393.7,101,85.8,0,06/05/2020 07:00,700,2020,NaN,NaN,0.438692979998635
25.42,12.72,157,5,777.5,101,82.7,0,06/05/2020 07:30,730,2020,NaN,NaN,0.561886202067567
25.91,12.86,157,5,861,101,81.4,0,06/05/2020 08:00,800,2020,NaN,NaN,0.621909150343907
27.01,13.04,157,5,1092,101,80.2,0,06/05/2020 08:30,830,2020,NaN,NaN,0.706351614692387
28.05,13.12,157,5,1289,101,74.9,0,06/05/2020 09:00,900,2020,NaN,NaN,0.951528147504705
28.91,13.17,157,5,1398,101,72.19,0,06/05/2020 09:30,930,2020,NaN,NaN,1.10819818309542
29.54,13.23,157,5,1573,101,68.69,0,06/05/2020 10:00,1000,2020,NaN,NaN,1.29385119936414
30.17,13.26,157,5,1529,101,68.96,0,06/05/2020 10:30,1030,2020,NaN,NaN,1.32994425764214
30.29,13.3,157,5,1571,101,65.67,0,06/05/2020 11:00,1100,2020,NaN,NaN,1.48104962645532
31.05,13.38,157,5,1680,101,62.58,0,06/05/2020 11:30,1130,2020,NaN,NaN,1.68591935768075
31.23,13.46,157,5,1876,101,60.75,0,06/05/2020 12:00,1200,2020,NaN,NaN,1.78656368255316
31.12,13.24,157,5,1071,101,64.45,0,06/05/2020 12:30,1230,2020,NaN,NaN,1.60806004056346
31.1,13.26,157,5,900,101,63.65,0,06/05/2020 13:00,1300,2020,NaN,NaN,1.64237747136725
30.44,12.97,157,5,310.3,101,69.99,1.7,06/05/2020 13:30,1330,2020,NaN,NaN,1.30583451431055
27.09,12.88,157,5,226.7,101,92,11.1,06/05/2020 14:00,1400,2020,NaN,NaN,0.286736696347785
25.55,12.82,157,5,154.8,101,96.5,5.6,06/05/2020 14:30,1430,2020,NaN,NaN,0.114556797113783
20.13,12.75,157,5,12.19,101,100,30.9,06/05/2020 15:00,1500,2020,NaN,NaN,0
19.68,12.71,157,5,18.1,101,100,3.1,06/05/2020 15:30,1530,2020,NaN,NaN,0
19.93,12.68,157,5,23.89,101,100,0.5,06/05/2020 16:00,1600,2020,NaN,NaN,0
20.02,12.66,157,5,29.72,101,100,2.3,06/05/2020 16:30,1630,2020,NaN,NaN,0
20.29,12.64,157,5,40.31,101,100,1.4,06/05/2020 17:00,1700,2020,NaN,NaN,0
20.39,12.62,157,5,41.46,101,100,0.4,06/05/2020 17:30,1730,2020,NaN,NaN,0
20.29,12.61,157,5,37.15,101,100,0.2,06/05/2020 18:00,1800,2020,NaN,NaN,0
20.2,12.59,157,5,22.82,101,100,0.1,06/05/2020 18:30,1830,2020,NaN,NaN,0
20.08,12.57,157,5,7.142,101,100,0,06/05/2020 19:00,1900,2020,NaN,NaN,0
20.16,12.55,157,5,0.862,101,100,0,06/05/2020 19:30,1930,2020,NaN,NaN,0
20.06,12.54,157,5,0,101,100,0,06/05/2020 20:00,2000,2020,NaN,NaN,0
20,12.52,157,5,0,101,100,0,06/05/2020 20:30,2030,2020,NaN,NaN,0
19.94,12.5,157,5,0,101,100,0,06/05/2020 21:00,2100,2020,NaN,NaN,0
19.91,12.49,157,5,0,101,100,0,06/05/2020 21:30,2130,2020,NaN,NaN,0
19.99,12.47,157,5,0,101,100,0,06/05/2020 22:00,2200,2020,NaN,NaN,0
19.94,12.46,157,5,0,101,100,0,06/05/2020 22:30,2230,2020,NaN,NaN,0
19.92,12.45,157,5,0,101,100,0,06/05/2020 23:00,2300,2020,NaN,NaN,0
19.91,12.44,157,5,0,101,100,0,06/05/2020 23:30,2330,2020,NaN,NaN,0
19.85,12.42,158,6,0,101,100,0,06/06/2020 00:00,0,2020,NaN,NaN,0
19.82,12.41,158,6,0,101,100,0,06/06/2020 00:30,30,2020,NaN,NaN,0
19.82,12.4,158,6,0,101,100,0,06/06/2020 01:00,100,2020,NaN,NaN,0
19.74,12.4,158,6,0,101,100,0,06/06/2020 01:30,130,2020,NaN,NaN,0
19.72,12.39,158,6,0,101,100,0,06/06/2020 02:00,200,2020,NaN,NaN,0
19.7,12.38,158,6,0,101,100,0,06/06/2020 02:30,230,2020,NaN,NaN,0
19.77,12.37,158,6,0,101,100,0,06/06/2020 03:00,300,2020,NaN,NaN,0
19.71,12.37,158,6,0,101,100,0,06/06/2020 03:30,330,2020,NaN,NaN,0
19.73,12.36,158,6,0,101,100,0,06/06/2020 04:00,400,2020,NaN,NaN,0
19.81,12.35,158,6,0,101,100,0,06/06/2020 04:30,430,2020,NaN,NaN,0
19.73,12.35,158,6,4.679,101,100,0,06/06/2020 05:00,500,2020,NaN,NaN,0
19.74,12.35,158,6,36.82,101,100,0,06/06/2020 05:30,530,2020,NaN,NaN,0
19.94,12.36,158,6,101,101,100,0,06/06/2020 06:00,600,2020,NaN,NaN,0
20.45,12.37,158,6,186.5,101,99,0,06/06/2020 06:30,630,2020,NaN,NaN,0.0240421584807931
21.14,12.4,158,6,282.5,101,95.5,0,06/06/2020 07:00,700,2020,NaN,NaN,0.112881273471014
22.47,12.55,158,6,545.6,101,86.1,0,06/06/2020 07:30,730,2020,NaN,NaN,0.37816713231984
23.56,12.68,158,6,593.6,101,86.9,0,06/06/2020 08:00,800,2020,NaN,NaN,0.38068797477227
23.89,12.74,158,6,700.5,101,84.3,0,06/06/2020 08:30,830,2020,NaN,NaN,0.465390863662005
25.54,13,158,6,1198,101,76.29,0.1,06/06/2020 09:00,900,2020,NaN,NaN,0.775580274594911
26.33,13.05,158,6,1393,101,80.9,0,06/06/2020 09:30,930,2020,NaN,NaN,0.654666498021655
27.37,13.12,158,6,1604,101,68.53,0,06/06/2020 10:00,1000,2020,NaN,NaN,1.14659941728741
27.97,13.16,158,6,1690,101,65.72,0,06/06/2020 10:30,1030,2020,NaN,NaN,1.29349844824136
28.42,13.22,158,6,1760,101,65.44,0,06/06/2020 11:00,1100,2020,NaN,NaN,1.3386324509825
28.92,13.27,158,6,1812,101,62.49,0,06/06/2020 11:30,1130,2020,NaN,NaN,1.4955972064755
29.41,13.33,158,6,1826,101,63,0,06/06/2020 12:00,1200,2020,NaN,NaN,1.51758110384855
29.98,13.39,158,6,1827,101,57,0,06/06/2020 12:30,1230,2020,NaN,NaN,1.82242601370628
30.33,13.43,158,6,1793,101,59.57,0,06/06/2020 13:00,1300,2020,NaN,NaN,1.74821019271178
30.71,13.43,158,6,1720,101,58.29,0,06/06/2020 13:30,1330,2020,NaN,NaN,1.84314388119002
30.8,13.44,158,6,1635,101,62.35,0,06/06/2020 14:00,1400,2020,NaN,NaN,1.67229669878886
31.39,13.46,158,6,1535,101,62.62,0,06/06/2020 14:30,1430,2020,NaN,NaN,1.71697899501795
31.5,12.98,158,6,1181,101,55.21,0,06/06/2020 15:00,1500,2020,NaN,NaN,2.07022466166512
31.46,12.86,158,6,1224,101,56.8,0,06/06/2020 15:30,1530,2020,NaN,NaN,1.9922080876573
31.36,12.89,158,6,1044,101,54.84,0,06/06/2020 16:00,1600,2020,NaN,NaN,2.07080851959496
31.22,12.94,158,6,765.8,101,56.81,0,06/06/2020 16:30,1630,2020,NaN,NaN,1.96478579834734
31.17,12.94,158,6,457.1,101,63.04,0,06/06/2020 17:00,1700,2020,NaN,NaN,1.67660023677678
30.76,12.83,158,6,202.2,101,60.77,0,06/06/2020 17:30,1730,2020,NaN,NaN,1.73850539823435
30.3,12.78,158,6,152.2,101,64.19,0,06/06/2020 18:00,1800,2020,NaN,NaN,1.54578354960597
29.34,12.74,158,6,114.6,101,76.46,0,06/06/2020 18:30,1830,2020,NaN,NaN,0.961622797484733
27.33,12.71,158,6,34.09,101,88.3,0,06/06/2020 19:00,1900,2020,NaN,NaN,0.425289220278163
25.31,12.69,158,6,3.692,101,90.2,0,06/06/2020 19:30,1930,2020,NaN,NaN,0.316220968822476
24.34,12.66,158,6,0,101,96.7,0,06/06/2020 20:00,2000,2020,NaN,NaN,0.100496769845849
23.85,12.65,158,6,0,101,97.1,0,06/06/2020 20:30,2030,2020,NaN,NaN,0.0857575706005418
23.59,12.63,158,6,0,101,98,0,06/06/2020 21:00,2100,2020,NaN,NaN,0.0582253927544592
23.31,12.61,158,6,0,101,98.2,0,06/06/2020 21:30,2130,2020,NaN,NaN,0.0515258630415589
23.11,12.59,158,6,0,101,98.6,0,06/06/2020 22:00,2200,2020,NaN,NaN,0.0395945747282106
22.88,12.58,158,6,0,101,99.1,0,06/06/2020 22:30,2230,2020,NaN,NaN,0.0251019983388399
22.68,12.56,158,6,0,101,99.5,0,06/06/2020 23:00,2300,2020,NaN,NaN,0.0137775917071093
23.13,12.55,158,6,0,101,96,0,06/06/2020 23:30,2330,2020,NaN,NaN,0.113264161219751
22.92,12.53,159,7,0,101,97.6,0,06/07/2020 00:00,0,2020,NaN,NaN,0.0671009322917029
22.61,12.52,159,7,0,101,96.3,0,06/07/2020 00:30,30,2020,NaN,NaN,0.101522253323566
23.66,12.51,159,7,0,101,91.4,0,06/07/2020 01:00,100,2020,NaN,NaN,0.251426378540591
23.57,12.49,159,7,0,101,93.2,0,06/07/2020 01:30,130,2020,NaN,NaN,0.197728065917663
23,12.48,159,7,0,101,94.3,0,06/07/2020 02:00,200,2020,NaN,NaN,0.160137944476633
22.78,12.47,159,7,0,101,93.1,0,06/07/2020 02:30,230,2020,NaN,NaN,0.191286644542265
22.19,12.46,159,7,0,101,96.8,0,06/07/2020 03:00,300,2020,NaN,NaN,0.085590570808852
21.36,12.45,159,7,0,101,98.9,0,06/07/2020 03:30,330,2020,NaN,NaN,0.0279678778733407
21.16,12.43,159,7,0,101,99.9,0,06/07/2020 04:00,400,2020,NaN,NaN,0.00251155268812695
21.19,12.42,159,7,0.164,101,100,0,06/07/2020 04:30,430,2020,NaN,NaN,0
21.25,12.41,159,7,10.79,101,100,0,06/07/2020 05:00,500,2020,NaN,NaN,0
21.38,12.41,159,7,48.6,101,100,0,06/07/2020 05:30,530,2020,NaN,NaN,0
21.91,12.41,159,7,70.68,101,99.7,0,06/07/2020 06:00,600,2020,NaN,NaN,0.00788838668784078
23.38,12.41,159,7,246.3,101,88.2,0,06/07/2020 06:30,630,2020,NaN,NaN,0.339210016888382
24.29,12.47,159,7,418.2,101,86.2,0,06/07/2020 07:00,700,2020,NaN,NaN,0.419002894071755
25.17,12.62,159,7,627.2,101,80.8,0,06/07/2020 07:30,730,2020,NaN,NaN,0.614399411961842
26.12,12.81,159,7,947,101,78.24,0,06/07/2020 08:00,800,2020,NaN,NaN,0.736654016557214
26.51,12.95,159,7,1130,101,72.29,0,06/07/2020 08:30,830,2020,NaN,NaN,0.959908122303757
27.15,13.01,159,7,1239,101,69.11,0,06/07/2020 09:00,900,2020,NaN,NaN,1.1110626365131
28.17,13.09,159,7,1447,101,69.31,0,06/07/2020 09:30,930,2020,NaN,NaN,1.17159295142376
28.75,13.16,159,7,1577,101,64.94,0,06/07/2020 10:00,1000,2020,NaN,NaN,1.38422793589422
29.2,13.21,159,7,1605,101,63.34,0,06/07/2020 10:30,1030,2020,NaN,NaN,1.4855394994495
30.02,13.3,159,7,1742,101,59.27,0,06/07/2020 11:00,1100,2020,NaN,NaN,1.73018390146105
30.21,13.38,159,7,1750,101,58.49,0,06/07/2020 11:30,1130,2020,NaN,NaN,1.78262277456698
30.7,13.46,159,7,1838,101,57.78,0,06/07/2020 12:00,1200,2020,NaN,NaN,1.86461633787032
31.4,13.43,159,7,1817,101,55.88,0,06/07/2020 12:30,1230,2020,NaN,NaN,2.0277187201049
31.47,13.43,159,7,1603,101,50.64,0,06/07/2020 13:00,1300,2020,NaN,NaN,2.27757399992625
31.4,13.46,159,7,1472,101,53.58,0,06/07/2020 13:30,1330,2020,NaN,NaN,2.13342481838779
31.23,13.47,159,7,1249,101,56.19,0,06/07/2020 14:00,1400,2020,NaN,NaN,1.99412369255169
31.82,12.89,159,7,1423,101,53.75,0,06/07/2020 14:30,1430,2020,NaN,NaN,2.17681395717464
31.5,12.9,159,7,1166,101,52.36,0,06/07/2020 15:00,1500,2020,NaN,NaN,2.20195362540135
31.61,12.9,159,7,1215,101,51.82,0,06/07/2020 15:30,1530,2020,NaN,NaN,2.24084451675943
31.33,12.94,159,7,974,101,53.08,0,06/07/2020 16:00,1600,2020,NaN,NaN,2.14785111068628
31.06,12.96,159,7,787.8,101,54.2,0,06/07/2020 16:30,1630,2020,NaN,NaN,2.0646461890406
30.46,12.91,159,7,469.8,101,54.71,0,06/07/2020 17:00,1700,2020,NaN,NaN,1.97297234748445
30.21,12.84,159,7,197.3,101,57.01,0,06/07/2020 17:30,1730,2020,NaN,NaN,1.84618051261466
29.73,12.78,159,7,147.9,101,60.67,0,06/07/2020 18:00,1800,2020,NaN,NaN,1.6431268568542
29.3,12.75,159,7,160.1,101,62.57,0,06/07/2020 18:30,1830,2020,NaN,NaN,1.52551549771634
28.37,12.71,159,7,35.16,101,65.99,0,06/07/2020 19:00,1900,2020,NaN,NaN,1.3135107941793
27.62,12.68,159,7,2.749,101,69.09,0,06/07/2020 19:30,1930,2020,NaN,NaN,1.14277282360242
27.22,12.66,159,7,0,101,70.96,0,06/07/2020 20:00,2000,2020,NaN,NaN,1.04881351054088
26.55,12.64,159,7,0,101,71.5,0,06/07/2020 20:30,2030,2020,NaN,NaN,0.98960251344048
26.41,12.62,159,7,0,101,74.11,0,06/07/2020 21:00,2100,2020,NaN,NaN,0.891593433568044
26.33,12.6,159,7,0,101,73.67,0,06/07/2020 21:30,2130,2020,NaN,NaN,0.902480046749224
26.26,12.58,159,7,0,101,76.04,0,06/07/2020 22:00,2200,2020,NaN,NaN,0.81786286550233
25.92,12.57,159,7,0,101,78.28,0,06/07/2020 22:30,2230,2020,NaN,NaN,0.726659100585841
25.6,12.55,159,7,0,101,78.48,0,06/07/2020 23:00,2300,2020,NaN,NaN,0.706452355735995
25.4,12.54,159,7,0,101,79.13,0,06/07/2020 23:30,2330,2020,NaN,NaN,0.677031615103716
25.34,12.52,160,8,0,101,79.57,0,06/08/2020 00:00,0,2020,NaN,NaN,0.660400058382226
25.25,12.51,160,8,0,101,80.2,0,06/08/2020 00:30,30,2020,NaN,NaN,0.63662099122263
25.04,12.5,160,8,0,101,80.5,0,06/08/2020 01:00,100,2020,NaN,NaN,0.619189964365275
24.94,12.48,160,8,0,101,80.2,0,06/08/2020 01:30,130,2020,NaN,NaN,0.62498184431887
25.04,12.47,160,8,0,101,79.94,0,06/08/2020 02:00,200,2020,NaN,NaN,0.636971830008585
24.99,12.46,160,8,0,101,81.1,0,06/08/2020 02:30,230,2020,NaN,NaN,0.598353457678066
24.9,12.45,160,8,0,101,81,0,06/08/2020 03:00,300,2020,NaN,NaN,0.598301959055683
24.89,12.44,160,8,0,101,81.4,0,06/08/2020 03:30,330,2020,NaN,NaN,0.585357075164797
24.94,12.43,160,8,0,101,80.3,0,06/08/2020 04:00,400,2020,NaN,NaN,0.621825370357664
24.99,12.41,160,8,0,101,80.6,0,06/08/2020 04:30,430,2020,NaN,NaN,0.614182914230396
24.89,12.41,160,8,3.324,101,81.4,0,06/08/2020 05:00,500,2020,NaN,NaN,0.585357075164797
24.77,12.4,160,8,12.72,101,81.8,0,06/08/2020 05:30,530,2020,NaN,NaN,0.568684015043542
24.79,12.39,160,8,25.44,101,84.8,0,06/08/2020 06:00,600,2020,NaN,NaN,0.475511985201134
23.91,12.39,160,8,17.07,101,92,0.2,06/08/2020 06:30,630,2020,NaN,NaN,0.237426905644097
23.76,12.39,160,8,22.94,101,88.8,0,06/08/2020 07:00,700,2020,NaN,NaN,0.329414668792002
